uid,votes_2,votes_num,votes_3,votes_1,votes_mean,votes_4,votes_std,likes_num,likes_mean,likes_std,likes_sum,dislikes_num,dislikes_std,dislikes_sum,dislikes_mean,com_std,com_num,com_mean,com_sum
4_185,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_194,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_196,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_198,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_201,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_204,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_205,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_207,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_208,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_209,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_213,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_214,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_215,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_219,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_237,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_255,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_263,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_267,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_270,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_289,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_293,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_295,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_333,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
4_433,3036.0,21888.0,6931.0,5501.0,2.651955409356725,6420.0,1.1472760564602207,3770.0,8.476657824933687,6.80927772750014,31957.0,3770.0,2.684909487987141,6101.0,1.6183023872679045,149.3865579926962,3748.0,119.8991462113127,449382.0
