uid,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid
18_263,17,42,2.4047619047619047,25,0.49679577241454703,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_266,59,75,3.2133333333333334,0,0.41241979837307763,0,16,25.0,100.0,4.0,16.020819787597222,0.0,0.0,4.0,0.0,4.0,42.586187118986516,351.0,87.75,18
18_269,49,84,2.6904761904761907,26,0.658149843344011,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_272,5,8,3.0,0,0.9258200997725514,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_277,96,102,2.9607843137254903,5,0.24052618175146742,0,1,6.0,30.0,5.0,3.391164991562634,1.3038404810405297,6.0,5.0,1.2,5.0,45.7362001045124,418.0,83.6,18
18_278,33,137,2.8175182481751824,12,1.2260588347255905,35,57,10.948275862068966,1270.0,116.0,10.011163184457992,4.0984510914887515,238.0,116.0,2.0517241379310347,116.0,123.0699768034625,16222.0,139.8448275862069,18
18_287,42,120,2.341666666666667,74,0.5422615780669138,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_290,42,71,2.7746478873239435,21,0.63689387092113,1,7,6.0,84.0,14.0,5.857276867938915,0.4972451580988468,5.0,14.0,0.35714285714285715,14.0,72.63441499563581,956.0,68.28571428571429,18
18_297,29,38,3.1052631578947367,1,0.5594144469629289,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_3,150,162,2.993827160493827,5,0.3051710360524129,1,6,3.0,6.0,2.0,2.8284271247461903,0.7071067811865476,1.0,2.0,0.5,2.0,74.24621202458749,217.0,108.5,18
18_307,33,35,2.942857142857143,2,0.23550410797680274,0,0,13.75,55.0,4.0,19.72097022630141,2.6299556396765835,9.0,4.0,2.25,4.0,50.72146159828861,332.0,83.0,18
18_313,35,41,2.951219512195122,4,0.3841366626732679,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_316,49,61,2.918032786885246,4,0.5858066224507065,3,5,14.533333333333333,218.0,15.0,11.969405443323685,1.6417180315870614,28.0,15.0,1.8666666666666667,15.0,201.45286580949187,3309.0,220.6,18
18_317,3,43,3.7674418604651163,2,0.6487060124485756,1,37,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,84.0,84.0,18
18_327,120,137,3.072992700729927,2,0.37641959723375484,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_342,4,90,1.3222222222222222,6,0.8048696981259138,75,5,9.523809523809524,200.0,21.0,6.305704144812439,6.431322162814172,94.0,21.0,4.476190476190476,21.0,181.84456994655523,2393.0,113.95238095238095,18
18_347,18,23,2.8260869565217392,3,0.576208131040061,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,18
18_360,117,139,2.920863309352518,15,0.4181523923275555,1,6,11.5,138.0,12.0,9.977246841962694,0.9374368665610922,10.0,12.0,0.8333333333333334,12.0,355.4808416608113,3367.0,280.5833333333333,18
18_361,15,16,3.0625,0,0.25,0,1,10.5,21.0,2.0,2.1213203435596424,2.8284271247461903,4.0,2.0,2.0,2.0,192.33304448274092,446.0,223.0,18
18_370,21,64,3.515625,5,0.6422230117532358,0,38,6.625,106.0,16.0,7.544313531837517,0.7302967433402214,8.0,16.0,0.5,16.0,43.577469331448484,863.0,53.9375,18
18_372,135,158,3.1455696202531644,0,0.35379560415168004,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
